,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Rating
173,Oppo Reno4 5G,True,True,True,True,"2020, June 05","Available. Released 2020, June 12",159.3 x 74 x 7.8 mm (6.27 x 2.91 x 0.31 in),183 g (6.46 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 3), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 430 nits (typ)","6.43 inches, 99.8 cm2 (~84.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",Corning Gorilla Glass 5,,"Android 10, ColorOS 7.2",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,"128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS, HDR","32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm
2 MP, f/2.4, (depth)",HDR,"1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1I+B2a), GALILEO (E1+E5a), QZSS (L1+L5)",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","65W wired, 60% in 15 min, 100% in 36 min (advertised)",,"Galactic Blue, Space Black, Purple","PDPM00, PDPT00, CPH2091",,,About 190 EUR,,,
174,Oppo A92,True,True,True,False,"2020, May 04","Available. Released 2020, May 09",162 x 75.5 x 8.9 mm (6.38 x 2.97 x 0.35 in),192 g (6.77 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 480 nits (typ)","6.5 inches, 102.0 cm2 (~83.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",,,"Android 10, ColorOS 7.1",Qualcomm SM6125 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM","48 MP, f/1.7, (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (depth)
2 MP B/W, f/2.4","LED flash, HDR, panorama","4K@30fps, 1080p@30/120fps, gyro-EIS","16 MP, f/2.0, (wide), 1/3.06, 1.0µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable",18W wired,,"Twilight Black, Stream White, Aurora Purple",CPH2059,,,About 250 EUR,,,
175,Oppo Find X2 Neo,True,True,True,True,"2020, April 15","Available. Released 2020, May 21",159.4 x 72.4 x 7.7 mm (6.28 x 2.85 x 0.30 in),171 g (6.03 oz),"Glass front, glass back, aluminum frame",Nano-SIM,,"AMOLED, 90Hz, 500 nits (typ)","6.5 inches, 103.5 cm2 (~89.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",Corning Gorilla Glass 5,,"Android 10, ColorOS 7",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,256GB 12GB RAM,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom
8 MP, f/2.2, 115˚  (ultrawide), 1/3.2"", 1.4µm
2 MP B/W, f/2.4, 1/5.0"", 1.75µm","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS, OIS","32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4025 mAh, non-removable","30W wired, 50% in 20 min (advertised)",,"Moonlight Black, Starry Blue",CPH2009,,,About 240 EUR,"
AnTuTu: 308231 (v8)
GeekBench: 1815(v5.1)
GFXBench: 18fps (ES 3.1 onscreen)",Endurance rating 100h,3.9
176,Oppo A92s,True,True,True,True,"2020, April 20","Available. Released 2020, April 29",163.8 x 75.5 x 8.1 mm (6.45 x 2.97 x 0.32 in),184 g (6.49 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 120Hz, 480 nits (typ)","6.57 inches, 104.2 cm2 (~84.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)",,,"Android 10, ColorOS 7.1",Mediatek Dimensity 800 (7 nm),Octa-core (4x2.0 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),Mali-G57MP4,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/120fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm
2 MP, f/2.4, (depth)",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",18W wired,,"Black, White, Pink",PDKM00,,,About 290 EUR,,,
177,Oppo A72,True,True,True,False,"2020, April 21","Available. Released 2020, April 29",162 x 75.5 x 8.9 mm (6.38 x 2.97 x 0.35 in),192 g (6.77 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 480 nits (typ)","6.5 inches, 102.0 cm2 (~83.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",Corning Gorilla Glass 3,,"Android 10, ColorOS 7.1",Qualcomm SM6125 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 8GB RAM","48 MP, f/1.7, (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (depth)
2 MP B/W, f/2.4","LED flash, HDR, panorama","4K@30fps, 1080p@30/120fps, gyro-EIS","16 MP, f/2.0, (wide), 1/3.06, 1.0µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable",18W wired,,"Twilight Black, Stream White, Sky Blue, Aurora Purple",CPH2067,,0.48 W/kg (head)     0.92 W/kg (body)     ,About 270 EUR,,,
178,Oppo A52,True,True,True,False,"2020, April 20","Available. Released 2020, April 20",162 x 75.5 x 8.9 mm (6.38 x 2.97 x 0.35 in),192 g (6.77 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 480 nits (typ)","6.5 inches, 102.0 cm2 (~83.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",,,"Android 10, ColorOS 7.1",Qualcomm SM6125 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","12 MP, f/1.7, (wide), 1/2.8"", 1.25µm, PDAF
8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","16 MP, f/2.0, (wide), 1/3.06"", 1.0µm - Global
or
8 MP, f/2.0, (wide) - China only",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable",18W wired,,"Twilight Black, Stream White","CPH2061, CPH2069, PADM00, PDAM10",,,"₹ 9,589",,,
179,Oppo A11k,True,True,True,False,"2020, June 22","Available. Released 2020, June 22",155.9 x 75.5 x 8.3 mm (6.14 x 2.97 x 0.33 in),165 g (5.82 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 450 nits (typ)","6.22 inches, 96.6 cm2 (~82.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",Corning Gorilla Glass 3,,"Android 9.0 (Pie), ColorOS 6.1",Mediatek MT6765 Helio P35 (12 nm),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),32GB 2GB RAM,"13 MP, f/2.2, (wide), 1/3.1"", 1.12µm, PDAF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4, 1/5.0"", 1.12µm",HDR,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4230 mAh, non-removable",,,"Flowing Silver, Deep Blue","CPH2083, CPH2071",1.32 W/kg (head)     0.92 W/kg (body)     ,,About 100 EUR,,,
180,Oppo A12,True,True,True,False,"2020, April 20","Available. Released 2020, April 20",155.9 x 75.5 x 8.3 mm (6.14 x 2.97 x 0.33 in),165 g (5.82 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 450 nits (typ)","6.22 inches, 96.6 cm2 (~82.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",Corning Gorilla Glass 3,,"Android 9.0 (Pie), ColorOS 6.1",Mediatek MT6765 Helio P35 (12 nm),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC,"32GB 3GB RAM, 64GB 4GB RAM","13 MP, f/2.2, (wide), 1/3.1"", 1.12µm, PDAF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.0, 1/5.0"", 1.12µm",HDR,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4230 mAh, non-removable",,,"Blue, Black","CPH2083, CPH2077",,,$ 549.00,,,
181,Oppo K7 5G,True,True,True,True,"2020, August 04","Available. Released 2020, August 11",160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in),180 g (6.35 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 430 nits (typ)","6.4 inches, 98.9 cm2 (~83.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)",Corning Gorilla Glass 5,,"Android 10, ColorOS 7",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,"128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm
2 MP B/W, f/2.4, 1/5.0"", 1.75µm
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS (L1+L5), GLONASS (G1), BDS (B1I+B2a), GALILEO (E1+E5a), QZSS (L1+L5)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4025 mAh, non-removable","30W wired, 50% in 20 min (advertised)",,"Moonlight Black, Pearl White, Blue, Blue/Red",,,,About 240 EUR,,,
182,Oppo Find X2 Lite,True,True,True,True,"2020, April 20","Available. Released 2020, May 21",160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in),180 g (6.35 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 430 nits (typ)","6.4 inches, 100.4 cm2 (~84.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)",Corning Gorilla Glass 5,,"Android 10, ColorOS 7",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,128GB 8GB RAM,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm
2 MP B/W, f/2.4, 1/5.0"", 1.75µm
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS (L1+L5), GLONASS (G1), BDS (B1I+B2a), GALILEO (E1+E5a), QZSS (L1+L5)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4025 mAh, non-removable","30W wired, 50% in 20 min (advertised)",,"Moonlight Black, Pearl White",CPH2005,,,About 200 EUR,,,
183,Oppo Ace2,True,True,True,True,"2020, April 13","Available. Released 2020, April 20",160 x 75.4 x 8.6 mm (6.30 x 2.97 x 0.34 in),186 g (6.56 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 90Hz, HDR10+, 500 nits (typ)","6.55 inches, 103.6 cm2 (~85.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",Corning Gorilla Glass 5,,"Android 10, ColorOS 7.1",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm, AF
2 MP B/W, (depth)
2 MP, (depth)","LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps; gyro-EIS","16 MP, f/2.4, 29mm (wide), 1/3.06"", 1.0µm",HDR,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1I+B2a), GALILEO (E1+E5a), QZSS (L1+L5)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","65W wired, 100% in 30 min (advertised)
40W wireless, 100% in 56 min (advertised)
10W wireless reversed",,"Aurora Silver, Moon Rock Grey, Fantasy Purple",PDHM00,,,About 520 EUR,,,
184,Oppo A12e,True,True,True,False,"2020, April 03","Available. Released 2020, April 16",156.2 x 75.6 x 8.2 mm (6.15 x 2.98 x 0.32 in),168 g (5.93 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.2 inches, 95.9 cm2 (~81.2% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",,,"Android 8.1 (Oreo), ColorOS 5.1",Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,Adreno 506,microSDXC (dedicated slot),64GB 3GB RAM,"13 MP, f/2.2, AF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.2",,1080p@30fps,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Ion 4230 mAh, non-removable",,,"Red, Dark Purple",CPH1853,,,About 120 EUR,,,
185,Oppo Reno3,True,True,True,False,"2020, March 17","Available. Released 2020, March 17",160.2 x 73.3 x 7.9 mm (6.31 x 2.89 x 0.31 in),170 g (6.00 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,AMOLED,"6.4 inches, 98.9 cm2 (~84.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)",,,"Android 10, ColorOS 7",Mediatek MT6779 Helio P90 (12 nm),Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55),PowerVR GM9446,microSDXC (uses shared SIM slot),128GB 8GB RAM,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
13 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, 2x optical zoom, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm
2 MP B/W, f/2.4","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS","44 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes (market/region dependent),FM radio,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4025 mAh, non-removable","30W wired, 50% in 30 min, 100% in 73 min (advertised)",,"Midnight Black, Aurora Blue, Sky White",CPH2043,,,About 440 EUR,,,
186,Oppo Find X2 Pro,True,True,True,True,"2020, March 06","Available. Released 2020, March 06",165.2 x 74.4 x 8.8 mm (Ceramic) / 9.5mm (Leather),217 g (Ceramic) / 200 g (Leather) (7.05 oz),"Glass front (Gorilla Glass 6), ceramic back or leather back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"AMOLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 1200 nits (peak)","6.7 inches, 111.7 cm2 (~90.9% screen-to-body ratio)",1440 x 3168 pixels (~513 ppi density),Corning Gorilla Glass 6,,"Android 10, ColorOS 7.1",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"256GB 12GB RAM, 512GB 12GB RAM","48 MP, f/1.7, 25mm (wide), 1/1.43"", 1.12µm, multi-directional PDAF, Laser AF, OIS
13 MP, f/3.0, 129mm (periscope telephoto), 1/3.4"", 1.0µm, 5x optical zoom, PDAF, OIS
48 MP, f/2.2, 17mm (ultrawide), 1/2.0"", 0.8µm, AF","Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps; gyro-EIS; HDR","32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm",Panorama,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS (L1+L5), GLONASS (G1), BDS (B1I+B2a), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","Li-Po 4260 mAh, non-removable","65W wired, PD, 100% in 38 min (advertised)",,"Black, Orange, Gray, Green, Lamborghini Edition","CPH2025, PDEM30, OPG01",,,About 300 EUR,"
AnTuTu: 593717 (v8)
GeekBench: 13245 (v4.4), 3269 (v5.1)
GFXBench: 25fps (ES 3.1 onscreen)",Endurance rating 88h,4.2
187,Oppo Find X2,True,True,True,True,"2020, March 06","Available. Released 2020, March 06",164.9 x 74.5 x 8 mm (6.49 x 2.93 x 0.31 in),209 g (Ceramic) / 192 g (Glass) (6.77 oz),"Glass front (Gorilla Glass 6), ceramic back or glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","AMOLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 1200 nits (peak)","6.7 inches, 111.7 cm2 (~90.9% screen-to-body ratio)",1440 x 3168 pixels (~513 ppi density),Corning Gorilla Glass 6,,"Android 10, ColorOS 7.1",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS
13 MP, f/2.4, 52mm (telephoto), 2x optical zoom, PDAF, OIS
12 MP, f/2.2, 16mm (ultrawide), 1/2.4"", AF","Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps; gyro-EIS; HDR","32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS (L1+L5), GLONASS (G1), BDS (B1I+B2a), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4200 mAh, non-removable","65W wired, PD, 100% in 38 min (advertised)",,"Black, Ocean","CPH2023, PDEM10",,,About 310 EUR,,,4.0
188,Oppo Reno3 Pro,True,True,True,False,"2020, March 02","Available. Released 2020, March 06",158.8 x 73.4 x 8.1 mm (6.25 x 2.89 x 0.32 in),175 g (6.17 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"Super AMOLED, 500 nits (typ)","6.4 inches, 101.8 cm2 (~87.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",Corning Gorilla Glass 5,,"Android 10, ColorOS 7",Mediatek MT6779V Helio P95 (12 nm),Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55),PowerVR GM9446,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.7, 27mm (wide), 1/1.72"", 0.8µm, PDAF
13 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm, AF
2 MP B/W, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps; gyro-EIS","44 MP, f/2.4, 26mm (wide), 1/2.65"", 0.7µm
2 MP, f/2.4, (depth)",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,FM radio,"USB Type-C, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4025 mAh, non-removable","30W wired, 50% in 20 min (advertised)",,"Auroral Blue, Midnight Black, Sky White","CPH2035, CPH2037, CPH2036",1.18 W/kg (head)     1.07 W/kg (body)     ,,About 540 EUR,"
AnTuTu: 165224 (v7), 227810 (v8)
GeekBench: 7028 (v4.4), 1517 (v5.1)
GFXBench: 7.4fps (ES 3.1 onscreen)",Endurance rating 104h,3.8
189,Oppo A31,True,True,True,False,"2020, February 13","Available. Released 2020, February 14",163.9 x 75.5 x 8.3 mm (6.45 x 2.97 x 0.33 in),180 g (6.35 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 480 nits (typ)","6.5 inches, 102.0 cm2 (~82.4% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Corning Gorilla Glass 3,,"Android 9.0 (Pie), ColorOS 6.1",Mediatek MT6765V/CB Helio P35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","12 MP, f/1.8, (wide), 1/2.86"", 1.25µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide), 1/4.0"", 1.12µm",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4230 mAh, non-removable",,,"Fantasy White, Mystery Black, Lake Green","CPH2015, CPH2073, CPH2081, CPH2029, CPH2031",,,"₹ 10,899",,,
