,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Rating
29,vivo V30 Pro,True,True,True,True,"2024, February 28","Available. Released 2024, March 07",164.4 x 75.1 x 7.5 mm (6.47 x 2.96 x 0.30 in),188 g (6.63 oz),"Glass front (Schott α), glass back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","AMOLED, 1B colors, HDR10+, 120Hz, 2800 nits (peak)","6.78 inches, 111.0 cm2 (~89.9% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)",Schott α glass,,"Android 14, Funtouch 14",Mediatek Dimensity 8200 (4 nm),Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/1.9, 23mm (wide), 1/1.49"", 1.0µm, PDAF, OIS
50 MP, f/1.9, 50mm (telephoto), 1/2.51"", 0.64µm, PDAF, 2x optical zoom
50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF","Zeiss optics, Zeiss T* lens coating, Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","50 MP, f/2.0, 20mm (wide), 1/2.76"", 0.64µm, AF","Dual-LED flash, HDR","4K@30fps, 1080p@30fps",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS, BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, proximity, gyro, compass","Li-Ion 5000 mAh, non-removable","80W wired, PD, 1-100% in 43 min (advertised)
Reverse wired",,"Bloom White, Waving Aqua, Lush Green, Noble Black",V2319,,,About 450 EUR,"
AnTuTu: 841083 (v9), 972568 (v10)
GeekBench: 3982 (v5), 3575 (v6)
3DMark Wild life: 6693 (offscreen 1440p)",,4.1
30,vivo Y100t,True,True,True,True,"2024, February 23","Available. Released 2024, February 28",164.6 x 75.8 x 8.8 mm (6.48 x 2.98 x 0.35 in),200 g (7.05 oz),"Glass front, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 120Hz","6.64 inches, 106.8 cm2 (~85.6% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),,,"Android 13, OriginOS 3",Mediatek Dimensity 8200 (4 nm),Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","64 MP, f/1.8, (wide), 1/2.0"", 0.7µm, PDAF, OIS
2 MP, f/2.4, (depth)","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30fps","16 MP, f/2.5, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","GPS (L1), GLONASS (G1), BDS (B1I+B1c), GALILEO (E1), QZSS (L1)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","5000 mAh, non-removable","120W wired
Reverse wired",,"Black, Blue, Silver",V2314A,,,About 200 EUR,,,
31,vivo iQOO Neo9 Pro,True,True,True,True,"2024, February 22","Available. Released 2024, February 22",163.5 x 75.7 x 8.0 mm or 8.3 mm,190 g or 196 g (6.70 oz),"Glass front, glass back or silicone polymer back (eco leather), plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"LTPO AMOLED, 144Hz, HDR10+, 1400 nits (HBM), 3000 nits (peak)","6.78 inches, 111.0 cm2 (~89.7% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)",,,"Android 14, Funtouch 14",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.9, (wide), 1/1.49"", PDAF, OIS
8 MP, f/2.2, 119˚ (ultrawide)","LED flash, panorama, HDR","4K, 1080p, gyro-EIS","16 MP, f/2.5, (wide)",,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","GPS, GALILEO, GLONASS, QZSS, BDS",Yes (market/region dependent),No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5160 mAh, non-removable","120W wired, 1-50% in 11 min (advertised)
Reverse wired",,"Fiery Red, Conqueror Black",,,,,,,
32,vivo Y200e,True,True,True,True,"2024, February 22","Available. Released 2024, February 22",163.2 x 75.8 x 7.8 mm (6.43 x 2.98 x 0.31 in),185.5 g or 191 g (6.56 oz),"Glass front, plastic or silicone polymer (eco leather) back","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","AMOLED, 120Hz, 1800 nits (peak)","6.67 inches, 107.4 cm2 (~86.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,,"Android 14, Funtouch 14",Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x1.95 GHz Cortex-A55),Adreno 613,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM","50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.0, (wide)",,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, flicker","Li-Ion 5000 mAh, non-removable","44W wired, 1-32% in 15 min (advertised)",,"Black Diamond, Saffron Delight",,,,About 220 EUR,,,
33,vivo V30,True,True,True,True,"2024, February 04","Available. Released 2024, March 04",164.4 x 75.1 x 7.5 mm (6.47 x 2.96 x 0.30 in),186 g (6.56 oz),"Glass front, plastic frame, glass back","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","AMOLED, 1B colors, HDR10+, 120Hz, 1200 nits (HBM), 2800 nits (peak)","6.78 inches, 111.0 cm2 (~89.9% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)",Schott Alpha,,"Android 14, Funtouch 14",Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510),Adreno 720,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/1.9, 23mm (wide), 1/1.55"", 1.0µm, PDAF, OIS
50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF
2 MP, f/2.4 (market/region dependent)","Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS","50 MP, f/2.0, 21mm (wide), 1/2.76"", 0.64µm, AF","Dual-LED flash, HDR","4K@30fps, 1080p@30fps",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","GPS, GALILEO, GLONASS, QZSS, BDS",Yes (market/region dependent),No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Ion 5000 mAh, non-removable","80W wired, PD, 100% in 48 min (advertised)
Reverse wired",,"Bloom White, Waving Aqua, Lush Green, Noble Black",V2318,,,,"
AnTuTu: 655526 (v9), 831644 (v10)
GeekBench: 2848 (v5), 3181 (v6)
3DMark Wild life: 5372 (offscreen 1440p)",,4.2
34,vivo Y100 (IDN),True,True,True,True,"2024, January 25","Available. Released 2024, February 02",163.2 x 75.8 x 7.8 mm (6.43 x 2.98 x 0.31 in),185.5 g or 191 g (6.56 oz),"Glass front, plastic or silicone polymer (eco leather) back","Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","AMOLED, 1B colors, 120Hz, 1200 nits (peak)","6.67 inches, 107.4 cm2 (~86.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,,"Android 14, Funtouch 14",Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x1.95 GHz Cortex-A55),Adreno 613,microSDXC,"128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, (wide), PDAF
8 MP, f/2.2, (ultrawide)","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/1.8, (wide)",,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS, QZSS",Yes,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5000 mAh, non-removable","80W wired, 1-45% in 15 min (advertised)",,"Purple Orchid, Black Onyx",,,,About 220 EUR,,,
35,vivo Y28,True,True,True,True,"2024, January 07","Available. Released 2024, January 07",163.7 x 75.4 x 8.1 mm (6.44 x 2.97 x 0.32 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IP54, water and dust resistant","IPS LCD, 90Hz, 840 nits (HBM)","6.56 inches, 103.4 cm2 (~83.8% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,,"Android 13, Funtouch 13",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)","LED flash, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE","GPS, GALILEO, GLONASS, BDS, QZSS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Ion 5000 mAh, non-removable","15W wired
Reverse wired",,"Crystal Purple, Glitter Aqua",,0.98 W/kg (head)     0.86 W/kg (body)     ,,,,,
36,vivo G2,True,True,True,True,"2024, January 19","Available. Released 2024, January 19",163.7 x 75.4 x 8.1 mm (6.44 x 2.97 x 0.32 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 90Hz, 840 nits (HBM)","6.56 inches, 103.4 cm2 (~83.8% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,,"Android 13, OriginOS 3",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","13 MP, f/2.2, (wide), PDAF
Anti-stroboscopic sensor","LED flash, panorama",1080p@30fps,"5 MP, f/1.8, (wide)",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE, aptX HD","GPS, GLONASS, BDS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","5000 mAh, non-removable","15W wired
Reverse wired",,Black,V2318A,,,About 160 EUR,,,
37,vivo V30 Lite,True,True,True,True,"2023, December 29","Available. Released 2023, December 29",162.4 x 74.9 x 7.7 mm (6.39 x 2.95 x 0.30 in),190 g (6.70 oz),"Glass front, plastic frame, glass back",Nano-SIM,"IP54, dust and splash resistant","AMOLED, 120Hz, 1150 nits (peak)","6.67 inches, 107.4 cm2 (~88.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,,"Android 13, Funtouch 13",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.8 GHz Kryo 660 Silver),Adreno 619,No,"256GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.8, (wide), PDAF, OIS
8 MP, f/2.2, (ultrawide)
2 MP, f/2.4, (depth)","Ring-LED flash, panorama, HDR",1080p@30fps,"50 MP, f/2.0, 22mm (wide), AF",,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE","GPS, GLONASS, GALILEO, BDS, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Ion 4800 mAh, non-removable",44W wired,,"Forest Black, Rose Gold",V2314,,,About 480 EUR,,,
38,vivo iQOO Neo9 Pro (China),True,True,True,True,"2023, December 27","Available. Released 2023, December 30",163.5 x 75.7 x 8 mm or 8.3 mm,190 g or 196 g (6.70 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"LTPO AMOLED, 1B colors, 144Hz, HDR10+, 1400 nits (HBM)","6.78 inches, 111.0 cm2 (~89.7% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)",,,"Android 14, OriginOS 4",Mediatek Dimensity 9300 (4 nm),Octa-core (1x3.25 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720),Immortalis-G720 MC12,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.9, (wide), 1/1.49"", PDAF, OIS
50 MP, f/2.0, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF","LED flash, panorama, HDR","8K, 4K, 1080p, gyro-EIS","16 MP, f/2.5, (wide)",,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band","5.4, A2DP, LE, aptX HD, aptX Adaptive","GPS (L1+L5), GLONASS, BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC (L5)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5160 mAh, non-removable","120W wired, 1-40% in 9 min (advertised)
Reverse wired",,"Black, Blue, Red",V2339A,,,About 380 EUR,,,
39,vivo iQOO Neo9,True,True,True,True,"2023, December 27","Available. Released 2023, December 30",163.5 x 75.7 x 8 mm or 8.3 mm,190 g or 196 g (6.70 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"LTPO AMOLED, 1B colors, 144Hz, HDR10+, 1400 nits (HBM)","6.78 inches, 111.0 cm2 (~89.7% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)",,,"Android 14, OriginOS 4",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.9, (wide), 1/1.49"", PDAF, OIS
8 MP, f/2.2, 119˚ (ultrawide)","LED flash, panorama, HDR","8K, 4K, 1080p, gyro-EIS","16 MP, f/2.5, (wide)",,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","GPS, GALILEO, GLONASS, QZSS, BDS (B1I+B1c)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5160 mAh, non-removable","120W wired, 1-40% in 9 min (advertised)
Reverse wired",,"Black, Blue, Red",V2338A,,,About 290 EUR,,,
40,vivo S18 Pro,True,True,True,True,"2023, December 14","Available. Released 2023, January 13",164.4 x 75.1 x 7.5 mm (6.47 x 2.96 x 0.30 in),188 g (6.63 oz),"Glass front, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","AMOLED, 1B colors, 120Hz, 2800 nits (peak)","6.78 inches, 111.0 cm2 (~89.9% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)",,,"Android 14, OriginOS 4",Mediatek Dimensity 9200+ (4 nm),Octa-core (1x3.35 GHz Cortex-X3 & 3x3.0 GHz Cortex-A715 & 4x2.0 GHz Cortex-A510),Immortalis-G715 MC11,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM","50 MP, f/1.9, (wide), 1/1.49"", PDAF, OIS
12 MP, f/2.0, (telephoto), PDAF, 2x optical zoom
50 MP, f/2.0, (ultrawide), 1/2.76""","Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","50 MP, f/2.0, 22mm (wide), AF","Dual-LED flash, HDR","4K@30fps, 1080p@30fps",No,"Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS, BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5000 mAh, non-removable","80W wired, PD
Reverse wired",,"Black, Blue, Silver",,,,About 410 EUR,,,
41,vivo S18,True,True,True,True,"2023, December 14","Available. Released 2023, December 22",164.4 x 75.1 x 7.5 mm (6.47 x 2.96 x 0.30 in),185.8 g (6.56 oz),"Glass front, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","AMOLED, 1B colors, 120Hz, 2800 nits (peak)","6.78 inches, 111.0 cm2 (~89.9% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)",,,"Android 14, OriginOS 4",Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8GHz Cortex-A510),Adreno 720,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM","50 MP, f/1.9, (wide), PDAF, OIS
8 MP, f/2.2, (ultrawide)","Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","50 MP, f/2.0, 22mm (wide), AF","Dual-LED flash, HDR",1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","GPS, GALILEO, GLONASS, QZSS, BDS (B1I+B1c)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5000 mAh, non-removable","80W wired, PD
Reverse wired",,"Black, Blue/Green, Silver",,,,About 300 EUR,,,
42,vivo S18e,True,True,True,True,"2023, December 14","Available. Released 2023, January 13",162.4 x 74.9 x 7.7 mm (6.39 x 2.95 x 0.30 in),193 g (6.81 oz),"Glass front, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","AMOLED, 120Hz, 1800 nits (peak)","6.67 inches, 107.4 cm2 (~88.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,,"Android 14, OriginOS 4",Mediatek Dimensity 7200 (4 nm),Octa-core (2x2.8 GHz Cortex-A715 & 6x Cortex-A510),Mali-G610 MC4,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/1.8, (wide), 1/1.95"", 0.65µm, PDAF, OIS
2 MP, f/2.4, (depth)","Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","16 MP, f/2.0, (wide)",,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","GPS, GALILEO, GLONASS, QZSS, BDS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4800 mAh, non-removable","80W wired, PD
Reverse wired",,"Black, Purple, Silver",,,,About 270 EUR,,,
43,vivo Y36i,True,True,True,True,"2023, December 09","Available. Released 2024, January",163.7 x 75.4 x 8.1 mm (6.44 x 2.97 x 0.32 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 90Hz, 840 nits (HBM)","6.56 inches, 103.4 cm2 (~83.8% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,,"Android 13, OriginOS 3",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,128GB 4GB RAM,"13 MP, f/2.2, (wide), PDAF
Anti-stroboscopic sensor","LED flash, panorama",1080p@30fps,"5 MP, f/1.8, (wide)",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE, aptX HD","GPS, GLONASS, BDS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","5000 mAh, non-removable","15W wired
Reverse wired",,"Purple, Gold, Black",V2318A,,,About 160 EUR,,,
44,vivo Y100i,True,True,True,True,"2023, November 30","Available. Released 2023, December 02",164.1 x 76.2 x 8 mm (6.46 x 3.00 x 0.31 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant",IPS LCD,"6.64 inches, 106.8 cm2 (~85.4% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),,,"Android 13, OriginOS 3",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","5000 mAh, non-removable","44W wired
Reverse wired",,"Black, Blue, Pink",V2279A,,,About 210 EUR,,,
45,vivo X100 Pro,True,True,True,True,"2023, November 13","Available. Released 2023, November 21",164.1 x 75.3 x 8.9 mm or 9.1 mm,221 g or 225 g (7.80 oz),"Glass front, aluminum frame, glass back","Nano-SIM, eSIM or Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"LTPO AMOLED, 1B colors, 120Hz, 3000 nits (peak)","6.78 inches, 111.5 cm2 (~90.2% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~452 ppi density)",,,"Android 14, Funtouch 14 (International), OriginOS 4 (China)",Mediatek Dimensity 9300 (4 nm),Octa-core (1x3.25 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720),Immortalis-G720 MC12,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.8, 23mm (wide), 1/0.98"", 1.6µm, PDAF, Laser AF, OIS
50 MP, f/2.5, 100mm (periscope telephoto), 1/2"", 0.7µm, PDAF (18cm - ∞), OIS, 4.3x optical zoom
50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF","Zeiss optics, Zeiss T* lens coating, LED flash, panorama, HDR, 3D LUT import","8K@30fps (China model only), 4K@30/60fps, 1080p, gyro-EIS, Cinematic mode (4K)","32 MP, f/2.0, 20mm (ultrawide)",HDR,"4K@30/60fps, 1080p@30/60fps",No,"Wi-Fi 802.11 a/b/g/n/ac/6/7, tri-band, Wi-Fi Direct","5.4, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC (L5)",Yes,No,"USB Type-C 3.2, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Li-Ion 5400 mAh, non-removable","100W wired, 1-50% in 12 min (advertised)
50W wireless
Reverse wired",,"Startrail Blue, Asteroid Black, Sunset Orange, White",V2324A,,,$ 769.59,"
AnTuTu: 2104997 (v10)
GeekBench: 7343 (v6)
GFXBench: 107fps (ES 3.1 onscreen)",,4.5
46,vivo X100,True,True,True,True,"2023, November 13","Available. Released 2023, November 21",164.1 x 75.2 x 8.5 mm or 8.8 mm,202 g or 206 g (7.13 oz),"Glass front, glass back","Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"LTPO AMOLED, 1B colors, 120Hz, 3000 nits (peak)","6.78 inches, 111.5 cm2 (~90.3% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~452 ppi density)",,,"Android 14, Funtouch 14 (International), OriginOS 4 (China)",Mediatek Dimensity 9300 (4 nm),Octa-core (1x3.25 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720),Immortalis-G720 MC12,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.6, (wide), 1/1.49"", PDAF, Laser AF, OIS
64 MP, f/2.6, 70mm (periscope telephoto), 1/2.0"", PDAF, OIS, 3x optical zoom
50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF","Zeiss optics, Zeiss T* lens coating, LED flash, panorama, HDR, 3D LUT import","4K, 1080p, gyro-EIS, Cinematic mode (1080p)","32 MP, f/2.0, 20mm (ultrawide)",HDR,1080p@30/60fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6/7, tri-band, Wi-Fi Direct","5.4, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Li-Ion 5000 mAh, non-removable","120W wired, 1-50% in 11 min (advertised)
Reverse wired",,"Startrail Blue, Asteroid Black, White, Orange","V2309A, V2308",,,$ 615.99,,,
